ID,Grade,Source,Body,Question,Solution-Type,Answer,Formula
nluds-1263,2,Created by an Annotator,At the arcade Billy had won forty-eight tickets. After buying a yoyo he had thirty-two tickets left.,What's the difference between the number of Billy's tickets he won and he had the left after buying yoyo?,Difference,16 (tickets),48-32=16
nluds-1264,1,Created by an Annotator,"For Halloween Frank got fifteen pounds of candy. If he gave eight pounds to Nancy,",what's the difference between the pounds of Frank's candy before he gave Nancy and he gave to?,Difference,7 (pounds),15-8=7
nluds-1265,4,Created by an Annotator,Billy was playing basketball with his friend. Billy scored 7 points and his friend scored 9 points.,What's the difference between Billy's points and his friend's points?,Difference,2 (points),9-7=2
nluds-1266,2,Created by an Annotator,When Maria got to the fair she had $87. When she left she had $16.,What's the difference between the number of dollars when Maria got and left the fair?,Difference,71 (dollars),87-16=71
nluds-1267,4,Created by an Annotator,"Haley collected 9 cans for recycling. If she put 7 cans in one bag,",what's the difference between the number of recycling cans that Haley collected and put in the bag?,Difference,2 (cans),9-7=2
nluds-1268,2,Created by an Annotator,Paul spent $75. Now he has $11.,What's the difference between the number of dollars that he spent and he has now?,Difference,64 (dollars),75-11=64
nluds-1269,1,Created by an Annotator,"Paige had 2 pencils in her desk, 2 in her backpack and 15 at home.",What's the difference between the number of pencils in Paige's backpack and at Paige's home?,Difference,13 (pencils),15-2=13
nluds-1270,2,Created by an Annotator,A chef had forty-six apples. After making some pies he had fourteen left.,What's the difference between the number of apples before the chef made pies and the after the chef making pies?,Difference,32 (apples),46-14=32
nluds-1271,3,Created by an Annotator,Ted and Fred measured their height. Fred's height is 98 inches. Ted is 39 inches tall.,What's the difference between Ted's height and Fred's height?,Difference,59 (inches),98-39=59
nluds-1272,1,Created by an Annotator,"Oliver was weighing boxes for moving. The first was 2 pounds, the second was 3 pounds and the last was 13 pounds.",What's the difference between the weight of the first box and the third box?,Difference,11 (pounds),13-2=11
nluds-1273,1,Created by an Annotator,"Haley had 2 dollars. If she got 13 more dollars in total for doing chores and her birthday,",what's the difference between the number of dollars before Haley got money and she got from events?,Difference,11 (dollars),13-2=11
nluds-1274,4,Created by an Annotator,Kale mowed his lawn 8 times total during the spring. If he mowed it 5 times in the summer.,What's the difference between the number of times on mowing in the spring and summer?,Difference,3 (times),8-5=3
nluds-1275,1,Created by an Annotator,"A farmer had seventeen tomatoes from his garden. If he picked nine of them,",what's the difference between the number of tomatoes before picking and he picked?,Difference,8 (tomatoes),17-9=8
nluds-1276,1,Created by an Annotator,Dave was picking up sticks from his yard. He picked up fourteen but there were still four left.,What's the difference between the number of sticks that Dave picked up and the left?,Difference,10 (sticks),14-4=10
nluds-1277,1,Created by an Annotator,A waiter had nineteen customers. After some left he still had four customers.,What's the difference between the number of customers before leaving and after leaving?,Difference,15 (customers),19-4=15
nluds-1278,1,Created by an Annotator,While playing a video game Victor lost fourteen lives. Now he has two lives.,What's the difference between the number of the lives that Victor lost and now?,Difference,12 (lives),14-2=12
nluds-1279,2,Created by an Annotator,"A pet store had sixty-eight gerbils. If they sold fourteen of them,",what's the difference between the number of gerbils that they had before selling and they sold?,Difference,54 (gerbils),68-14=54
nluds-1280,3,Created by an Annotator,Tripp and Charlotte are going on a 36 mile hike. Tripp's backpack weighs 25 pounds. Charlotte's backpack weighs 18 pounds. They hiked 9 miles the first day.,What's the difference between the pounds of backpack of Tripp and Charlotte?,Difference,7 (pounds),25-18=7
nluds-1281,1,Created by an Annotator,"Oliver had sixteen cherries. After eating some, he had six left.",What's the difference between the number of cherries that Oliver had before eating and the left after eating?,Difference,10 (cherries),16-6=10
nluds-1282,1,Created by an Annotator,"A furniture store had fifteen chairs. After selling some, there was three left.",What's the difference between the number of chairs before selling and the left?,Difference,12 (chairs),15-3=12
nluds-1283,2,Created by an Annotator,A store has forty-nine shirts. After selling some there were twenty-eight left.,What's the difference between of the number of shirts before selling and after selling?,Difference,21 (shirts),49-28=21
nluds-1284,1,Created by an Annotator,"Tom used 2 batteries on his flashlights, 15 in his toys and 2 in his controllers.",What's the difference between the number of Tom's batteries on flashlights and in toys?,Difference,13 (batteries),15-2=13
nluds-1285,2,Created by an Annotator,The Vance family walked over to the post office. They bought 2 rooster stamps and 2 daffodil stamps.,What's the difference between of the number of the two kinds of stamps?,Difference,0 (stamp),2-2=0
nluds-1286,1,Created by an Annotator,Zoe picked five apples from her tree. Now the tree has six apples still on it.,What's the difference between the number of apples Zoe picked and now the tree has?,Difference,1 (apple),6-5=1
nluds-1287,1,Created by an Annotator,"A museum had fourteen paintings. After they got rid of some, they had four left.",What's the difference between the number of paintings before they got rid of and the left?,Difference,10 (paintings),14-4=10
nluds-1288,1,Created by an Annotator,A clown had sixteen balloons. He gave four away at a party.,What's the difference between the number of balloons the clown had in the beginning and he gave away at a party?,Difference,12 (balloons),16-4=12
nluds-1289,1,Created by an Annotator,"For a party Janet bought some cupcakes. She bought 2 chocolate, 13 vanilla and 2 strawberry.",What's the difference between the number of cupcakes of chocolate flavor and the vanilla flavor?,Difference,11 (cupcakes),13-2=11
nluds-1290,3,Created by an Annotator,The library has 75 science books. The second graders borrowed 18 of them.,What's the difference between the number of science books the library has in the beginning and the second graders borrowed?,Difference,57 ( science books),75-18=57
nluds-1291,1,Created by an Annotator,Amy had some candy. She gave her friend six pieces and had five left.,What's the difference between of the pieces of candy Amy gave away and the left?,Difference,1 (pieces of candy),6-5=1
nluds-1292,2,Created by an Annotator,At a bus stop five people got off the bus. Now there were ninety people on the bus.,What's the difference between the number of people getting off the bus and still on the bus?,Difference,85 (people),90-5=85
nluds-1293,2,Created by an Annotator,A fast food restaurant had ninety-one hotdogs. After selling some they had twenty left.,What's the difference between the number of hotdogs before selling and after selling?,Difference,71 (hotdogs),91-20=71
nluds-1294,6,http://www.mathocean.com,Miguel is 46 years old. He is 4 years older than thrice his son's age.,Find the age of his son.,Algebra-1,14 (years old),x:The age of Miguel's son; 46=4+3x
nluds-1295,6,http://www.mathocean.com,"Pete, Bryan and Philip are cousins. Pete's age is one-third of Bryan and Philip is five years elder than Bryan. If the sum of the age of the cousins is 40,",find the ages of each.,Algebra-1,5 (years old); 15 (years old); 20 (years old),x:Bryan's age; (x/3)+x+(x+5)=40
nluds-1296,6,http://www.mathocean.com,Ana is 5 years more than Jack. The sum of their ages is 29.,Find the ages of Ana and Jack.,Algebra-1,17 (years old); 12 (years old),j:Jack's age; (j+5)+j=29
nluds-1297,6,http://www.mathocean.com,Tina is 3 years younger than Tom. The ages are in the ratio 2:3.,Find their ages.,Algebra-1,6 (years old); 9 (years old),m:Tom's age; 2m/3=m-3
nluds-1298,6,http://www.mathocean.com,George is 8 years more than Christopher and Ford is 2 years younger than Christopher. The sum of their ages is 60.,"Find the ages of George, Christopher and Ford.",Algebra-1,26 (years old); 18 (years old); 16 (years old),x:Christopher's age; (x+8)+(x-2)+x=60
nluds-1299,6,http://www.mathocean.com,Devon is 12 years old. His age is 2 more than half the age of Steven.,Find the age of Steven.,Algebra-1,20 (years old),S:Steven's age; (1/2)S+2=12
nluds-1300,6,http://www.mathocean.com,Mrs. Smith is 8 years more than twice the age of her son. The ages of son is 12.,Find the age of mother and find the difference between their ages.,Algebra-1,32 (years old); 20 (years old),m:Mrs. Smith's age; 8+12*2=m
nluds-1301,6,http://www.mathocean.com,Kate is 12 years old. His age is 4 times the age of Robbie.,Find the age of Robbie.,Algebra-1,3 (years old),R:Robbie's age; 12=4*R
nluds-1302,6,http://www.mathocean.com,The sum of present age of Abe and the age before 7 years is 31.,Find the present age of Abe.,Algebra-1,19 (years old),x:Abe's present age; x+(x-7)=31
nluds-1303,6,http://www.mathocean.com,Nick and Kane were born on consecutive years and on same date. Nick is younger.  The sum of their ages is 11.,Find the age of the brothers.,Algebra-1,5 (years old); 6 (years old),N:Nick's age; N+(N+1)=11
nluds-1304,6,http://www.mathocean.com,The ages of Ashley and Mary are in the ratio 4:7. The sum of their ages is 22.,Find the ages of Ashley and Mary.,Algebra-1,8 (years old); 14 (years old),m:Mary's age; 4m/7=22-m
nluds-1305,6,http://www.mathocean.com,"The ages of Peter, Margaret and Jack are consecutive odd numbers. The sum of the ages of Peter and Margaret equals Jack's age before 5 years.","Find the ages of Peter, Margaret and Jack.",Algebra-1,7 (years old); 9 (years old); 11 (years old),x:Peter's age; x+(x+2)-5=(x+4)
nluds-1306,6,http://www.mathocean.com,"The sum of the ages of Tony and Teddy equals their mother's age. Tony is two years younger than Teddy. If the age of the mother is 42,",find the ages of Tony and Teddy?,Algebra-1,20 (years old); 22 (years old),x:Tony's age; x+(x+2)=42
nluds-1307,6,http://www.mathocean.com,"At present Allen is 10 years younger than Scott. Five years from now, Scott's age will be 2 times the present age of Allen.",Find the present age of Allen and Scott.,Algebra-1,5 (years old); 15 (years old),x:Scott's present age; x+5=2(x-10+5)
nluds-1308,6,http://www.mathocean.com,"The present ages of Lewis and Brown are in the ratio 1:2. Three years from now, the ages will be in the ratio 3:5.",Find the present ages of Lewis and Brown.,Algebra-1,6 (years old); 12 (years old),x:Lewis's present age; (x+3)/(2x+3)=3/5
nluds-1309,6,http://www.mathocean.com,Thrice the sum of a number and 2 equals 24 added with the same number.,Write algebraic equation and find the number.,Algebra-1,9,x:The number; 3*(x+2)=24+x
nluds-1310,6,http://www.mathocean.com,"Consider three consecutive positive integers. If the third number is subtracted from the sum of first two numbers, the difference is 10.",Find the numbers.,Algebra-1,11; 12; 13,x:The first number; x+(x+1)-(x+2)=10
nluds-1311,6,http://www.mathocean.com,A number added with thrice a number is 20.,Convert this statement into algebraic equations and find the number.,Algebra-1,5,x:The number; x+3x=20
nluds-1312,6,http://www.mathocean.com,A number divided by 7 is five-fourteenth.,Find the number.,Algebra-1,5/2,x:The number; x/7=5/14
nluds-1313,6,http://www.mathocean.com,Sum of a number and 15 is 96.,Find the number.,Algebra-1,81,x:The number; x+15=96
nluds-1314,6,http://www.mathocean.com,"The difference of two numbers is 100. If one of the numbers is 91,",find the other number.,Algebra-1,191,x:The other number; x-91=100
nluds-1315,6,http://www.mathocean.com,12 less than twice a number is 20.,Find the number.,Algebra-1,16,x:The number; 2x-12=20
nluds-1316,6,http://www.mathocean.com,"If a number is subtracted from 32, the digits of 32 are interchanged.",Find the number.,Algebra-1,55,x:The number; x-32=23
nluds-1317,6,http://www.mathocean.com,The difference of 5 times a number and 17 is 23.,Find the number and 5 times the number.,Algebra-1,8; 40,x:The number; 5x-17=23
nluds-1318,6,http://www.mathocean.com,One-third of a number minus seven gives eight.,Find the number.,Algebra-1,45,x:The number; (1/3)*x-7=8
nluds-1319,6,http://www.mathocean.com,Consider two-third of number and add up six to it. The result is ten.,Find the unknown number.,Algebra-1,6,x:The unknown number; (2/3)*x+6=10
nluds-1320,6,http://www.mathocean.com,"I think of a number. If I subtract 6 from the number and divide it by 13, I will get the result as 2.",Find the number in my mind.,Algebra-1,32,x:The number; (x-6)/13=2
nluds-1321,6,http://www.mathocean.com,Wilson has a number in mind. If he takes away one-third of the number from it the result is sixteen-third.,Find the number.,Algebra-1,8,x:The number; x-(1/3)*x=16/3
nluds-1322,6,http://www.mathocean.com,The sum of two consecutive odd numbers is 20.,Find the numbers.,Algebra-1,9; 11,x:The first number; x+(x+2)=20
nluds-1323,6,http://www.mathocean.com,The sum of three consecutive even numbers is 42.,Choose suitable variable and create single variable algebraic equations and find the difference between the greatest and smallest number.,Algebra-1,4,x:The first number; (x+4)-x=4
nluds-1324,6,http://www.mathocean.com,One-third of certain number added with one-fifth gives eight-fifteenth of the number.,Find the number and check your calculation.,Algebra-1,1,x:The certain number; x*(1/3)+(1/5)=x*(8/15)
nluds-1325,6,http://www.mathocean.com,The difference between one-third of a number and 5 is 10.,Find the number.,Algebra-1,45,x:The number; (1/3)*x-5=10
nluds-1326,6,http://www.mathocean.com,"The sum of two numbers is 132, whose ratio is 5:6.",Find the numbers.,Algebra-2,60; 72,x:One of the numbers; y:The other number; x+y=132; x:y=5:6
nluds-1327,6,http://www.mathocean.com,"The sum of the digits of a two digit number is 15. If the digits in the tenth place 8,",find the two digit number.,Algebra-2,87,x:The tens digit; y:The units digit; x+y=15; x=8
nluds-1328,6,http://www.mathocean.com,The fraction whose numerator is 3 and the denominator is 1 more than twice the numerator.,Find the fraction.,Algebra-2,3/7,x:The denominator; y:The numerator; x=y*2+1; y=3
nluds-1329,6,http://www.mathocean.com,"The difference of two numbers is 70. If the larger number is 6 times the smaller number,",find the numbers.,Algebra-2,84; 14,x:The larger number; y:The smaller number; x-y=70; x=6y
nluds-1330,6,http://www.mathocean.com,"Two numbers are in the ratio 1:3. If I add 2 to each of the numbers, the ratio becomes 1:2.",Find the original numbers.,Algebra-2,2; 6,x:One of the numbers; y:The other number; x:y=1:3; x+2:y+2=1:2
nluds-1331,6,http://www.mathocean.com,The sum of 7 more than 5 times a number is equal to sum of 6 more than twice the same number.,Write the statement into possible algebraic equations and find the unknown number.,Algebra-1,-(1/3),n:The unknown number; 5n+7=2n+6
nluds-1332,6,http://www.mathocean.com,A number equals 5 times the difference between the number and 4.,Find the number.,Algebra-1,5,x:The number; (x-4)*5=x
nluds-1333,6,http://www.mathocean.com,"In a fraction, the denominator is 3 more than numerator. The sum of numerator and denominator is 7.",Find the fraction.,Algebra-2,5/2,x:The denominator; y:The numerator; y+3=x; x+y=7
nluds-1334,6,http://www.mathocean.com,A rectangular cupboard is of length 6 m and perimeter 20 m.,Find the width of the cupboard.,Geometry,4 (m),2(6+w)=20
nluds-1335,6,http://www.mathocean.com,The sides of scalene triangle are in the ratio 2:4:3 and its perimeter are 27 inches.,Find the sides of the triangle.,Geometry,6 (inches); 12 (inches); 9 (inches),2x+4x+3x=27
nluds-1336,6,http://www.mathocean.com,The area of trapezium is 84 Sq.cm and height is 8 cm. The parallel sides are in the ratio 2:5.,Find the length of the bases.,Geometry,6 (cm); 15 (cm),84=(1/2)*8*(2x+5x)
nluds-1337,6,http://www.mathocean.com,The perimeter of an equilateral triangle is 54 cm.,Find the length of each side of triangle.,Geometry,18 (cm),3L=54
nluds-1338,6,http://www.mathocean.com,Mr. White purchased a carpet for rectangular hall of area 800 sq. yards. The length of the hall is 32 yards.,Find the required width of the carpet.,Geometry,25 (yards),32w=800
nluds-1339,6,http://www.mathocean.com,"The area of right angled triangle is 32 sq. cm. If the base is 8 cm,",find its height.,Geometry,8 (cm),(8h)/2=32
nluds-1340,6,http://www.mathocean.com,"The length of the rectangular building is 7 ft more than its width. If the perimeter of the building wall is 98 ft,",find its length and width.,Geometry,28 (ft); 21 (ft),(L+(L-7))*2=98
nluds-1341,6,http://www.mathocean.com,The area of a rectangular garden is 1800 sq. ft.,Find the width if its height measures 40 ft.,Geometry,45 (ft),40*w=1800
nluds-1342,6,http://www.mathocean.com,The perimeter of a hexagonal display board is 42 cm. The board has to be bordered around with satin ribbon.,Find the length of ribbon required to border each side.,Geometry,7 (cm),42/6=7
nluds-1343,6,http://www.mathocean.com,In an isosceles triangle one of the angles of a triangle is 54 degrees.,Find the base angles of the triangle.,Geometry,63 (degrees),54+2x=180
nluds-1344,6,http://www.mathocean.com,The zee Theme Park's fountain wall is in the shape of equilateral triangle. The total perimeter of the wall is 51 yards.,Find the measure of each side of the wall.,Geometry,17 (yards),51/3=17
nluds-1345,6,http://www.mathocean.com,"A rectangular swimming pool was constructed for Kids at Hotel Park. The length of the swimming pool is twice its width. If the length is 16 ft,",find the width and area of the pool.,Geometry,8 (ft); 128 (sq. ft),2W=16
nluds-1346,6,http://www.mathocean.com,The base of the parallelogram is 11 inches and its area is 132 Sq. inches.,Find the height of the parallelogram.,Geometry,12 (inches),11H=132
nluds-1347,6,http://www.mathocean.com,The angles of a triangle are in the ratio 1:2:3.,Find each angle of the triangle.,Geometry,30 (degrees); 60 (degrees); 90 (degrees),x+2x+3x=180
nluds-1348,6,http://www.mathocean.com,If the second angle is 32 degree less than thrice the first angle and the third angle is 28 degree less than twice the first angle.,Find the angles of the triangle.,Algebra-2,40 (degrees); 88 (degrees); 52 (degrees),x:The first angle; y:The second angle; y=3x-32; 180-(x+y)=2x-28
nluds-1349,6,http://www.mathocean.com,The perimeter of two squares ABCD and PQRS are 3:2 respectively. The sums of the perimeters of the squares are 30.,Find the perimeter of ABCD and PQRS.,Algebra-2,18; 12,x:The perimeter of ABCD; y:The perimeter of PQRS; 2x=3y; x+y=30
nluds-1350,6,http://www.mathocean.com,A field is in the shape of an equilateral triangle attached to the width of the rectangular region where width of the rectangle and side of the triangle measures the same. The length of rectangular region is 76 ft and the side of triangular region measures 42 ft.,Find the perimeter of the field.,Algebra-2,90 (ft),x:A side of triangular; y:The length side of rectangular; 2y+2x=76; 3x=42
nluds-1351,3,http://www.moomoomath.com,"If one pack of gum costs $2,",how many packs of gum can you buy with $16?,Common-Division,8 (packs of gum),16/2=8
nluds-1352,5,http://www.moomoomath.com,"Donna and her friend found some money. They split the money evenly, each getting $32.50.",How much money did they find?,Multiplication,65.0 (dollars),32.5*2=65.0
nluds-1353,5,http://www.moomoomath.com,Kim wants to buy a new watch that costs $87.60.,How much change does she receive if she gives the cashier $100?,Subtraction,12.4 (dollars),100-87.6=12.4
nluds-1354,5,http://www.moomoomath.com,"After paying $2.30 for a drink, Bryon has $17.15.",How much money did he have before buying the drink?,Addition,19.45 (dollars),2.3+17.15=19.45
nluds-1355,5,http://www.moomoomath.com,A recipe for cookies calls for 3 cups of sugar. Katie has already put in half a cup.,How many more cups does she need to put in?,Subtraction,2.5 (cups),3.0-0.5=2.5
nluds-1356,5,http://www.moomoomath.com,John was given $14.00 in order to buy a gift. This covered half of the cost.,How much did the gift cost?,Multiplication,28 (dollars),14.0*2=28.0
nluds-1357,6,http://www.moomoomath.com,Your dog ate 12 of your notecards for school. That was 3/4 of your notecards that you need to turn in.,How many notecards had you completed?,Algebra-1,16 (notecards),x:The total number of notecards; 12=3/4*x
nluds-1358,3,http://www.moomoomath.com,"Bob and his four friends decided to divide the pizza bill evenly. If each person paid $8,",then what was the total price for the pizza?,Multiplication,40 (dollars),8*(1+4)=40
nluds-1359,3,http://www.moomoomath.com,"If one round costs $80,",how many rounds of golf can you play with $400?,Common-Division,5 (rounds of golf),400/80=5
nluds-1360,3,http://www.moomoomath.com,Last Thursday Drew had $30. Over the weekend he received some money for cutting the grass. He now has $61.,How much money did he get paid for cutting the grass?,Subtraction,31 (dollars),61-30=31
nluds-1361,3,http://www.moomoomath.com,Last week Adam ran 25 miles more than Katie. Adam ran 35 miles.,How many miles did Katie run?,Subtraction,10 (miles),35-25=10
nluds-1362,3,http://www.moomoomath.com,Last week Howard had 26 dollars. He washed windows over the weekend and now has 52 dollars.,How much money did he make washing windows?,Subtraction,26 (dollars),52-26=26
nluds-1363,3,http://www.moomoomath.com,"There were 6 soccer balls in the bag. Coach B. found several additional soccer balls, and placed them in the bag. There are now 24 balls in the bag.",How many soccer balls did he pick up?,Subtraction,18 (soccer balls),24-6=18
nluds-1364,3,http://www.math-aids.com,There were 22 bales of hay in the barn. Keith stacked more bales in the barn today. There are now 89 bales of hay in the barn.,How many bales did he store in the barn ?,Subtraction,67 (bales),89-22=67
nluds-1365,3,http://www.math-aids.com,There are thirty-eight dogwood trees currently in the park. Park workers will plant more dogwood trees today. When the workers are finished there will be fifty-six dogwood trees in the park.,How many dogwood trees did the workers plant today ?,Subtraction,18 (dogwood trees),56-38=18
nluds-1366,2,http://www.math-aids.com,Joan is baking a cake. The recipe calls for 7 cups of flour. She already put in 3 cups.,How many more cups does she need to add ?,Subtraction,4 (cups),7-3=4
nluds-1367,3,http://www.math-aids.com,Alyssa has 30 books in her library. She bought several books at a yard sale over the weekend. She now has 88 books in her library.,How many books did she buy at the yard sale ?,Subtraction,58 (books),88-30=58
nluds-1368,2,http://www.math-aids.com,There were six roses in the vase. Jessica cut some more roses from her flower garden. There are now eighteen roses in the vase.,How many roses did she cut ?,Subtraction,12 (roses),18-6=12
nluds-1369,3,http://www.math-aids.com,"Sam received eighty-seven dollars for his birthday. He went to a sporting goods store and bought a baseball glove, baseball, and bat. He had twenty-three dollars left over,",how much did he spent on the baseball gear ?,Subtraction,64 (dollars),87-23=64
nluds-1370,5,http://www.math-aids.com,"If one cartridge costs 15 dollars,",how many ink cartridges can you buy with 180 dollars?,Common-Division,12 (ink cartridges),180/15=12
nluds-1371,3,http://www.math-aids.com,"After paying 6 dollars for the pie, Sandy has 57 dollars left.",How much money did she have before buying the pie ?,Addition,63 (dollars),6+57=63
nluds-1372,2,http://www.math-aids.com,There were eight red roses and two white roses in the vase. Melanie cut some more roses from her flower garden. There are now fourteen red roses in the vase.,How many red roses did she cut ?,Subtraction,6 (red roses),14-8=6
nluds-1373,3,http://www.math-aids.com,"Jason had 27 peaches and 17 pears left at his roadside fruit stand. He went to the orchard and picked more peaches to stock up the stand. There are now 90 peaches at the stand,",how many did he pick ?,Subtraction,63 (peaches),90-27=63
nluds-1374,3,http://www.math-aids.com,"Mike found sixty-two seashells on the beach, he gave Tom some of his seashells. He has thirteen seashell left.",How many seashells did he give to Tom ?,Subtraction,49 (seashells),62-13=49
nluds-1375,5,http://www.math-aids.com,"If one pack costs 11 dollars,",how many packs of DVD's can you buy with 110 dollars?,Common-Division,10 (packs),110/11=10
nluds-1376,3,http://www.math-aids.com,Last week Fred had 46 dollars and Jason had 13 dollars. Fred washed cars over the weekend and now has 57 dollars.,How much money did Fred make washing cars ?,Subtraction,11 (dollars),57-46=11
nluds-1377,3,http://www.math-aids.com,There were forty-seven bales of hay in the barn and forty bales in the shed. Benny stacked more bales in the barn today. There are now eighty-two bales of hay in the barn.,How many bales did he store in the barn ?,Subtraction,35 (bales),82-47=35
nluds-1378,5,http://www.math-aids.com,The company has large and small ink cartridges in stock.,How many ink cartridges can you buy with 182 dollars if one cartridge costs 14 dollars ?,Common-Division,13 (ink cartridges),182/14=13
nluds-1379,2,http://www.math-aids.com,Mary is baking a cake. The recipe calls for 9 cups of flour and 3 cups of sugar. She already put in 2 cups of flour.,How many more cups of flour does she need to add ?,Subtraction,7 (cups),9-2=7
nluds-1380,5,http://www.math-aids.com,The store has CD's and DVD's that you need.,How many packs of DVD's can you buy with 132 dollars if one pack costs 12 dollars ?,Common-Division,11 (packs),132/12=11
nluds-1381,3,http://www.math-aids.com,There are thirty-three rose bushes and thirty-seven oak trees currently in the park. Park workers will plant more rose bushes today. When the workers are finished there will be ninety-eight rose bushes in the park.,How many rose bushes did the workers plant today ?,Subtraction,65 (rose bushes),98-33=65
nluds-1382,2,http://www.math-aids.com,Dan's high school played eighteen baseball games this year and two were at night. The team won most of their games. They were defeated during three games.,How many games did they win ?,Subtraction,15 (games),18-3=15
nluds-1383,3,http://www.math-aids.com,"After eating at the restaurant, Mary, Nancy, and Fred decided to divide the bill evenly. Nancy did not have dessert. If each person paid 33 dollars,",what was the total of the bill ?,Multiplication,99 (dollars),3*33=99
nluds-1384,6,http://www.math-aids.com,"On Monday, three hundred ninety-six students went on a trip to the zoo. All seven buses were filled and four students had to travel in cars.",How many students were in each bus ?,Algebra-1,56 (students),x:The number of students in each bus; 7x+4=396
nluds-1385,6,http://www.math-aids.com,Benny sold half of his comic books and then bought 6 more. He now has 17.,How many did he begin with ?,Algebra-1,22 (comic books),x:Benny's comic books; (x/2)+6=17
nluds-1386,6,http://www.math-aids.com,Fred bought five new baseball trading cards to add to his collection. The next day his dog ate half of his collection. There are now only twenty-six cards left.,How many cards did Fred start with ?,Algebra-1,47 (cards),x:The number of cards that Fred started with; (x+5)-(x+5)/2=26
nluds-1387,6,http://www.math-aids.com,Jessica spent half of her allowance going to the movies. She washed the family car and earned six dollars.,What is her weekly allowance if she ended with eleven dollars ?,Algebra-1,10 (dollars),x:Jessica's weekly allowance; x/2+6=11
nluds-1388,6,http://www.math-aids.com,Melanie had 276 dollars to spend on 9 books. After buying them she had 15 dollars.,How much did each book cost ?,Algebra-1,29 (dollars),x:Each book cost; 276-9x=15
nluds-1389,6,http://www.math-aids.com,The sum of three consecutive odd numbers is one hundred twenty-three.,What is the smallest of the three numbers ?,Algebra-1,39,x:The first number; x+(x+2)+(x+4)=123
nluds-1390,6,http://www.math-aids.com,The sum of three consecutive numbers is 90.,What is the smallest of the three numbers ?,Algebra-1,29,x:The first number; x+(x+1)+(x+2)=90
nluds-1391,6,http://www.math-aids.com,Nancy bought a soft drink for 4 dollars and 6 candy bars. She spent a total of 28 dollars.,How much did each candy bar cost ?,Algebra-1,4 (dollars),y:Dollars of each candy bar; 4*1+6y=28
nluds-1392,6,http://www.math-aids.com,Oceanside Bike Rental Shop charges a 17 dollar fixed fee plus 7 dollars an hour for renting a bike. Mary paid 80 dollars to rent a bike.,How many hours did she pay to have the bike checked out ?,Algebra-1,9 (hours),x:Dollars for renting an hour; 17+7x=80
nluds-1393,6,http://www.ask-math.com,"There are 650 students in a school. If the number of girls is 106 more than the boys,",how many boys are there in the school?,Algebra-2,272 (boys),x:The number of boys; y:The number of girls; x+y=650; y-x=106
nluds-1394,6,http://www.ask-math.com,"A man is thrice as old as his son. After 12 years, he will be twice as old as his son.",Find their present ages.,Algebra-2,36 (years old); 12 (years old),x:The present age of the man; y:The present age of the man's son; x=3*y; x+12=(y+12)*2
nluds-1395,6,http://www.ask-math.com,Vidya's mother's age is 5 years more than the three times of Vidya's present age.,"Find Vidya's present age, if her mother is 44 years old.",Algebra-1,13 (years old),x:Vidya's present age; 3*x+5=44
nluds-1396,6,http://www.ask-math.com,Sachin says that he has 6 books more than the 6 times of the books Priyanka has. Sachin has 42 books.,How many books does Priyanka have?,Algebra-1,6 (books),P:The number of Priyanka' books; 6P+6=42
nluds-1397,6,http://www.ask-math.com,"Sushi's father bought x lollipops. 5 were eaten by the the children. If 7 lollipops are left,",how many lollipops did sushi's father bring?,Algebra-1,12 (lollipops),x:Lollipops that Sushi's father bought; x=5+7
nluds-1398,6,http://www.ask-math.com,"If 10 years ago he was 25 years old,",how old is Rojer now?,Algebra-1,35 (years old),x:Rojer's age; x-10=25
nluds-1399,6,http://www.ask-math.com,"After 15 years, Ariel will be four times as old as she is now.",Determine her present age.,Algebra-1,5 (years old),x:Ariel's present age; 4x=x+15
nluds-1400,6,http://www.ask-math.com,Mrs.Martin is 27 years older than her daughter Neil. After 8 years she will be twice as old as Neil.,Find their present ages.,Algebra-2,46 (years old); 19 (years old),M:Martin's present age; N:Neil's present age; M=N+27; M+8=2*(N+8)
nluds-1401,6,http://www.ask-math.com,"In an isosceles triangle, the base angles are equal. The vertex angle is twice either base angle.",What are the angles of the triangle?,Geometry,45 (degrees); 45 (degrees); 90 (degrees),2x+x+x=180
nluds-1402,6,http://www.ask-math.com,"Two boys have 480 marbles between them. One arranges them in heaps of 6 marbles and the other in heaps of 9 each. If the total number of heaps is 72,",how many marbles does each have?,Algebra-2,336 (marbles); 144 (marbles),x:Heaps of 6 marbles; y:Heaps of 9 marbles; 6x+9y=480; x+y=72
nluds-1403,6,http://www.ask-math.com,"Sum of two numbers is 52. If one of the numbers is 10 more than the other,",find the numbers.,Algebra-2,31; 21,x:The large number; y:The small number; x+y=52; x-y=10
nluds-1404,6,http://www.ask-math.com,"The present age of Jacob's father is three times that of Jacob. After 5 years, sum of their ages would be 70 years.",Find their present ages.,Algebra-2,45 (years old); 15 (years old),F:Present age of Jacob's father; J:Jacob's present age; F=J*3; (F+5)+(J+5)=70
nluds-1405,6,http://www.ask-math.com,"Length of a rectangle is 8 m less than twice its width. If the perimeter of the rectangle is 56 m,",find its length and width.,Algebra-2,16 (m); 12 (m),L:Length of the rectangle; W:Width of the rectangle; L=W*2-8; 2L+2W=56
nluds-1406,6,http://www.ask-math.com,Sum of three consecutive integers is 24.,Find the integers.,Algebra-1,7; 8; 9,x:The first number; x+(x+1)+(x+2)=24
